filebro, filesnort, iter, totalnoids, totalbro, totalsnort, avgsecnoids, avgsecbro, avgsecsnort, statisticbro, pvaluebro, statisticsnort, pvaluesnort, avgsecdiffbro, avgsecdiffsnort, avgsrccpubro, avgsrcmembro, avgtgtcpubro, avgtgtmembro, avgsrccpusnort, avgsrcmemsnort, avgtgtcpusnort, avgtgtmemsnort
runs/bro/100KB/src8-tgt1/mysql-par-mysql-iter00100.result.csv, runs/snort/100KB/src8-tgt1/mysql-par-mysql-iter00100.result.csv, 100, 800, 800, 800, 33.53, 33.74, 39.74, -0.75, 0.45527, -31.28, 0.00000, 0.20, 6.21, 12.32, 50814.04, 5.46, 53895.66, 0.02, 115852.36, 1.44, 156756.03
runs/bro/100KB/src8-tgt1/mysql-par-mysql-iter00200.result.csv, runs/snort/100KB/src8-tgt1/mysql-par-mysql-iter00200.result.csv, 200, 800, 800, 800, 72.61, 74.44, 80.10, -6.98, 0.00000, -37.70, 0.00000, 1.83, 7.49, 11.73, 51418.04, 6.18, 54511.26, 0.02, 121941.76, 1.53, 186665.61
