filebro, filesnort, iter, totalnoids, totalbro, totalsnort, avgsecnoids, avgsecbro, avgsecsnort, statisticbro, pvaluebro, statisticsnort, pvaluesnort, avgsecdiffbro, avgsecdiffsnort, avgsrccpubro, avgsrcmembro, avgtgtcpubro, avgtgtmembro, avgsrccpusnort, avgsrcmemsnort, avgtgtcpusnort, avgtgtmemsnort
runs/bro/100KB/src8-tgt1/mysql-par-max-iter00100.result.csv, runs/snort/100KB/src8-tgt1/mysql-par-max-iter00100.result.csv, 100, 800, 800, 800, 33.53, 33.74, 40.05, -0.78, 0.43297, -33.29, 0.00000, 0.21, 6.51, 11.33, 55608.09, 5.51, 59880.68, 0.05, 535309.76, 1.50, 566324.14
runs/bro/100KB/src8-tgt1/mysql-par-max-iter00200.result.csv, runs/snort/100KB/src8-tgt1/mysql-par-max-iter00200.result.csv, 200, 800, 800, 800, 72.61, 74.67, 80.02, -7.77, 0.00000, -37.84, 0.00000, 2.05, 7.41, 12.59, 56643.66, 6.25, 58953.92, 0.05, 539735.82, 1.60, 606233.47
