filebro, filesnort, iter, totalnoids, totalbro, totalsnort, avgsecnoids, avgsecbro, avgsecsnort, statisticbro, pvaluebro, statisticsnort, pvaluesnort, avgsecdiffbro, avgsecdiffsnort, avgsrccpubro, avgsrcmembro, avgtgtcpubro, avgtgtmembro, avgsrccpusnort, avgsrcmemsnort, avgtgtcpusnort, avgtgtmemsnort
runs/bro/100KB/src8-tgt1/ftp-par-min-iter00100.result.csv, runs/snort/100KB/src8-tgt1/ftp-par-min-iter00100.result.csv, 100, 800, 800, 800, 49.44, 50.97, 51.22, -10.04, 0.00000, -10.04, 0.00000, 1.53, 1.78, 12.46, 51521.17, 6.27, 57776.79, 0.02, 118313.00, 0.08, 212735.25
runs/bro/100KB/src8-tgt1/ftp-par-min-iter00200.result.csv, runs/snort/100KB/src8-tgt1/ftp-par-min-iter00200.result.csv, 200, 800, 800, 800, 98.72, 98.78, 98.48, -0.22, 0.82627, 1.56, 0.11953, 0.06, -0.24, 11.76, 51367.68, 5.76, 54639.03, 0.02, 121954.66, 0.13, 253881.78
