filebro, filesnort, iter, totalnoids, totalbro, totalsnort, avgsecnoids, avgsecbro, avgsecsnort, statisticbro, pvaluebro, statisticsnort, pvaluesnort, avgsecdiffbro, avgsecdiffsnort, avgsrccpubro, avgsrcmembro, avgtgtcpubro, avgtgtmembro, avgsrccpusnort, avgsrcmemsnort, avgtgtcpusnort, avgtgtmemsnort
runs/bro/100KB/src8-tgt1/http-par-http-iter00100.result.csv, runs/snort/100KB/src8-tgt1/http-par-http-iter00100.result.csv, 100, 800, 800, 800, 6.82, 6.66, 6.64, 8.85, 0.00000, 9.94, 0.00000, -0.16, -0.18, 15.19, 55994.53, 8.65, 72086.55, 0.19, 114675.51, 2.37, 155703.32
runs/bro/100KB/src8-tgt1/http-par-http-iter00200.result.csv, runs/snort/100KB/src8-tgt1/http-par-http-iter00200.result.csv, 200, 800, 800, 800, 13.62, 13.50, 13.50, 18.74, 0.00000, 20.43, 0.00000, -0.12, -0.12, 15.99, 56681.80, 7.95, 77793.43, 0.21, 119825.55, 2.26, 176162.61
